Array Design Name	Illumina HumanRef-6 Expression BeadChip
Provider	Jack Zhu(zhujack@mail.nih.gov)
Comment[ArrayExpressAccession]	A-GEOD-7306
Comment[SecondaryAccession]	GPL7306
Comment[Description]	Array Manufacturer: Illumina Inc., Distribution: custom-commercial, Technology: oligonucleotide beads, The Sentrix Human-6 BeadChip can be used to study expression of over 47,000 human transcripts. Researchers can generate whole-genome expression profiles for 6 samples in parallel on a single BeadChip. Array is composed of 3 micron features with average feature redundancy of 30-fold . All features are QCed by sequential hybridizations process called array decoding. Probes are fully screened all-full-length 50-mers. Assay requires 50-100ng of total RNA input. Array content is based on RefSeq and additional space is occupied by targets selected from Unigene build 163 and Gnomon databases.<br>Reporter Database Entry [genbank] = RefSeq identifier LINK_PRE:http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=Nucleotide&term=
Comment[SubmittedName]	Illumina HumanRef-6 Expression BeadChip
Comment[Organism]	Homo sapiens
Comment[ArrayExpressReleaseDate]	2011-05-12
Printing Protocol	http://www.illumina.com/technology/platform/tech_plat_arraymfg.ilmn
Surface Type	
Substrate Type	
Term Source Name	genbank

Reporter Name	Comment[Target]	Reporter Database Entry [genbank]	Comment[SPOT_ID]
9665	GI_29171749-I	NM_177435.1	
9666	GI_29171751-I	NM_003626.2	
9667	GI_29171752-A	NM_177423.1	
9668	GI_29171752-I	NM_177423.1	
9669	GI_29171754-S	NM_003625.2	
9670	GI_29171756-S	NM_006432.3	
9671	GI_29171757-S	NM_030788.2	
9672	GI_29171760-S	NM_021129.2	
9673	GI_29171761-S	NM_173849.2	
9674	GI_29244580-S	NM_015336.1	
9675	GI_29244922-S	NM_015939.3	
9676	GI_29244923-S	NM_032221.3	
9677	GI_29244925-S	NM_006587.2	
9678	GI_29294620-A	NM_177541.1	
9679	GI_29294622-A	NM_004597.4	
9680	GI_29294623-I	NM_177542.1	
9681	GI_29294626-I	NM_003622.2	
9682	GI_29294628-A	NM_177444.1	
9683	GI_29294628-I	NM_177444.1	
9684	GI_29294634-I	NM_177524.1	
9685	GI_29294636-A	NM_177525.1	
9686	GI_29294636-I	NM_177525.1	
9687	GI_29294638-I	NM_002402.2	
9688	GI_29294642-A	NM_177458.1	
9689	GI_29294642-I	NM_177458.1	
9690	GI_29294644-I	NM_177477.1	
9691	GI_29294646-I	NM_024852.2	
9692	GI_29294648-A	NM_030621.2	
9693	GI_29294648-I	NM_030621.2	
9694	GI_29294650-I	NM_177438.1	
9695	GI_29294652-I	NM_177442.1	
9696	GI_29294654-A	NM_177456.1	
9697	GI_29294654-I	NM_177456.1	
9698	GI_29336036-S	NM_032512.1	
9699	GI_29336042-S	NM_033064.1	
9700	GI_29336076-S	NM_018974.2	
9701	GI_29336082-S	NM_025139.2	
9702	GI_29337282-I	NM_177476.1	
9703	GI_29337284-S	NM_012110.2	
9704	GI_29337285-A	NM_177422.1	
9705	GI_29337287-S	NM_006530.2	
9706	GI_29337288-S	NM_016428.2	
9707	GI_29337289-S	NM_173523.2	
9708	GI_29337293-A	NM_177535.1	
9709	GI_29337297-S	NM_016249.2	
9710	GI_29366811-S	NM_012315.1	
9711	GI_29469068-S	NM_005734.2	
9712	GI_29469070-S	NM_014715.2	
9713	GI_29501806-I	NM_177417.1	
9714	GI_29501808-S	NM_152612.2	
9715	GI_29540530-A	NM_001055.2	
9716	GI_29540538-I	NM_177534.1	
9717	GI_29540542-I	NM_177536.1	
9718	GI_29540544-S	NM_003167.2	
9719	GI_29540546-A	NM_177557.1	
9720	GI_29540554-I	NM_022807.2	
9721	GI_29540556-A	NM_003097.3	
9722	GI_29540558-I	NM_177553.1	
9723	GI_29540560-A	NM_005256.2	
9724	GI_29540561-I	NM_177949.1	
9725	GI_29540565-A	NM_177948.1	
9726	GI_29540565-I	NM_177948.1	
9727	GI_29542730-A	NM_177985.1	
9728	GI_29542733-I	NM_012097.2	
9729	GI_29543553-I	NM_015163.3	
9730	GI_29543554-A	NM_052978.2	
9731	GI_29543554-I	NM_052978.2	
9732	GI_29544725-I	NM_018431.2	
9733	GI_29544739-A	NM_177959.1	
9734	GI_29544746-S	NM_005379.2	
9735	GI_29544752-S	NM_017433.3	
9736	GI_29550827-S	NM_022735.3	
9737	GI_29550837-I	NM_016548.2	
9738	GI_29550849-A	NM_177937.1	
9739	GI_29550849-I	NM_177937.1	
9740	GI_29550859-S	NM_022130.3	
9741	GI_29550878-A	NM_001054.2	
9742	GI_29550892-I	NM_177528.1	
9743	GI_29550920-A	NM_177552.1	
9744	GI_29550920-I	NM_177552.1	
9745	GI_29550927-S	NM_014465.2	
9746	GI_29553943-S	NM_172311.1	
9747	GI_29553952-S	NM_005420.2	
9748	GI_29553969-A	NM_177925.1	
9749	GI_29553969-I	NM_177925.1	
9750	GI_29553976-I	NM_018267.2	
9751	GI_29553982-S	NM_003548.2	
9752	GI_29557854-A	NM_177951.1	
9753	GI_29557854-I	NM_177951.1	
9754	GI_29557938-I	NM_177952.1	
9755	GI_29558021-I	NM_177968.1	
9756	GI_29558098-A	NM_177969.1	
9757	GI_29558519-S	NM_003620.2	
9758	GI_29568085-S	NM_002997.3	
9759	GI_29568092-S	NM_033546.2	
9760	GI_29568100-S	NM_006476.3	
9761	GI_29568104-S	NM_003692.2	
9762	GI_29568108-S	NM_014705.2	
9763	GI_29568112-I	NM_020965.2	
9764	GI_29570772-I	NM_017732.2	
9765	GI_29570774-I	NM_177953.1	
9766	GI_29570776-I	NM_177954.1	
9767	GI_29570778-A	NM_014183.2	
9768	GI_29570779-S	NM_014911.2	
9769	GI_29570781-S	NM_015338.3	
9770	GI_29570783-S	NM_000744.2	
9771	GI_29570784-S	NM_080618.2	
9772	GI_29570786-S	NM_030877.3	
9773	GI_29570787-A	NM_177926.1	
9774	GI_29570787-I	NM_177926.1	
9775	GI_29570789-I	NM_020536.2	
9776	GI_29570790-I	NM_177559.1	
9777	GI_29570792-A	NM_177560.1	
9778	GI_29570796-S	NM_013261.2	
9779	GI_29570797-S	NM_002703.3	
9780	GI_29570799-I	NM_177980.1	
9781	GI_29570801-A	NM_021810.3	
9782	GI_29570801-I	NM_021810.3	
9783	GI_29571103-S	NM_002256.2	
9784	GI_29571105-S	NM_001720.2	
9785	GI_29648312-S	NM_020437.3	
9786	GI_29648316-I	NM_173467.2	
9787	GI_29648320-S	NM_014388.2	
9788	GI_29725600-S	NM_054024.2	
9789	GI_29725604-S	NM_021648.3	
9790	GI_29725606-I	NM_018671.2	
9791	GI_29725621-S	NM_017901.3	
9792	GI_29725623-S	NM_173465.2	
9793	GI_29725634-S	NM_177998.1	
9794	GI_29727050-S	XM_295283.1	
9795	GI_29727276-S	XM_298425.1	
9796	GI_29727306-S	XM_298139.1	
9797	GI_29727362-S	XM_295035.1	
9798	GI_29727446-S	XM_297260.1	
9799	GI_29727490-S	XM_295080.1	
9800	GI_29727492-S	XM_295079.1	
9801	GI_29727508-S	XM_297288.1	
9802	GI_29727510-S	XM_291031.1	
9803	GI_29727530-S	XM_291387.1	
9804	GI_29727545-S	XM_086402.6	
9805	GI_29727549-S	XM_294932.1	
9806	GI_29727560-S	XM_291032.1	
9807	GI_29727605-S	XM_293656.1	
9808	GI_29727631-S	XM_293664.1	
9809	GI_29727658-S	XM_293670.1	
9810	GI_29727746-S	XM_298450.1	
9811	GI_29727809-S	XM_291395.1	
9812	GI_29727870-S	XM_297304.1	
9813	GI_29727991-S	XM_293514.1	
9814	GI_29728036-S	XM_295084.1	
9815	GI_29728044-S	XM_295348.1	
9816	GI_29728060-S	XM_295114.1	
9817	GI_29728071-S	XM_093895.6	
9818	GI_29728079-S	XM_210887.2	
9819	GI_29728190-S	XM_298479.1	
9820	GI_29728234-S	XM_295040.1	
9821	GI_29728254-S	XM_292886.1	
9822	GI_29728266-S	XM_297350.1	
9823	GI_29728316-S	XM_297333.1	
9824	GI_29728376-S	XM_293687.1	
9825	GI_29728398-S	XM_295086.1	
9826	GI_29728411-S	XM_295041.1	
9827	GI_29728513-S	XM_290879.1	
9828	GI_29728534-S	XM_295371.1	
9829	GI_29728538-S	XM_295087.1	
9830	GI_29728546-S	XM_039796.9	
9831	GI_29728624-S	XM_295088.1	
9832	GI_29728670-S	XM_291044.1	
9833	GI_29728683-S	XM_295115.1	
9834	GI_29728750-S	XM_298544.1	
9835	GI_29728754-S	XM_293703.1	
9836	GI_29728788-S	XM_291428.1	
9837	GI_29728796-S	XM_295381.1	
9838	GI_29728818-S	XM_298561.1	
9839	GI_29728899-S	XM_295383.1	
9840	GI_29728998-S	XM_291436.1	
9841	GI_29729000-S	XM_291437.1	
9842	GI_29729002-S	XM_291438.1	
9843	GI_29729004-S	XM_291439.1	
9844	GI_29729015-S	XM_211749.2	
9845	GI_29729022-S	XM_295116.1	
9846	GI_29729032-S	XM_059617.4	
9847	GI_29729043-S	XM_291050.1	
9848	GI_29729124-S	XM_295048.1	
9849	GI_29729130-S	XM_297393.1	
9850	GI_29729160-S	XM_297404.1	
9851	GI_29729201-S	XM_295090.1	
9852	GI_29729288-S	XM_086385.2	
9853	GI_29729340-S	XM_290994.1	
9854	GI_29729358-S	XM_295391.1	
9855	GI_29729406-S	XM_295405.1	
9856	GI_29729462-S	XM_298614.1	
9857	GI_29729487-S	XM_295091.1	
9858	GI_29729547-S	XM_295124.1	
9859	GI_29729553-S	XM_291106.1	
9860	GI_29729561-S	XM_291105.1	
9861	GI_29729566-S	XM_298617.1	
9862	GI_29729597-S	XM_295053.1	
9863	GI_29729665-S	XM_291055.1	
9864	GI_29729768-S	XM_087223.2	
9865	GI_29729870-S	XM_297448.1	
9866	GI_29729959-S	XM_295442.1	
9867	GI_29730038-S	XM_059104.4	
9868	GI_29730062-S	XM_173105.2	
9869	GI_29730133-S	XM_295059.1	
9870	GI_29730172-S	XM_293573.1	
9871	GI_29730178-S	XM_297467.1	
9872	GI_29730225-S	XM_298643.1	
9873	GI_29730227-S	XM_298644.1	
9874	GI_29730274-S	XM_067176.7	
9875	GI_29730298-S	XM_290905.1	
9876	GI_29730357-S	XM_298664.1	
9877	GI_29730370-S	XM_294966.1	
9878	GI_29730466-S	XM_295126.1	
9879	GI_29730470-S	XM_297485.1	
9880	GI_29730519-S	XM_087483.3	
9881	GI_29730538-S	XM_209647.2	
9882	GI_29730577-S	XM_298673.1	
9883	GI_29730612-S	XM_294970.1	
9884	GI_29730621-S	XM_298681.1	
9885	GI_29730664-S	XM_211845.2	
9886	GI_29730668-S	XM_295097.1	
9887	GI_29730711-S	XM_211775.2	
9888	GI_29730852-S	XM_298703.1	
9889	GI_29730874-S	XM_298714.1	
9890	GI_29730900-S	XM_097516.6	
9891	GI_29730901-S	XM_294975.1	
9892	GI_29730912-S	XM_294974.1	
9893	GI_29731086-S	XM_295062.1	
9894	GI_29731101-S	XM_298319.1	
9895	GI_29731266-S	XM_295067.1	
9896	GI_29731277-S	XM_098030.2	
9897	GI_29731292-S	XM_297539.1	
9898	GI_29731392-S	XM_294981.1	
9899	GI_29731394-S	XM_290922.1	
9900	GI_29731429-S	XM_295514.1	
9901	GI_29731501-S	XM_294983.1	
9902	GI_29731560-S	XM_291074.1	
9903	GI_29731597-S	XM_298361.1	
9904	GI_29731712-S	XM_298337.1	
9905	GI_29731718-S	XM_291017.1	
9906	GI_29731736-S	XM_087056.4	
9907	GI_29731777-S	XM_295070.1	
9908	GI_29731789-S	XM_295071.1	
9909	GI_29731826-S	XM_297611.1	
9910	GI_29731856-S	XM_293042.1	
9911	GI_29731906-S	XM_297601.1	
9912	GI_29731922-S	XM_095991.6	
9913	GI_29731930-S	XM_295255.1	
9914	GI_29731964-S	XM_291080.1	
9915	GI_29731972-S	XM_291075.1	
9916	GI_29731998-S	XM_295105.1	
9917	GI_29732046-S	XM_295102.1	
9918	GI_29732050-S	XM_295104.1	
9919	GI_29732251-S	XM_291020.1	
9920	GI_29732263-S	XM_038063.8	
9921	GI_29732373-S	XM_291304.1	
9922	GI_29732479-S	XM_298393.1	
9923	GI_29732496-S	XM_294986.1	
9924	GI_29732540-S	XM_295580.1	
9925	GI_29732565-S	XM_291085.1	
9926	GI_29732583-S	XM_211764.2	
9927	GI_29732623-S	XM_295257.1	
9928	GI_29732655-S	XM_294534.1	
9929	GI_29732677-S	XM_211881.2	
9930	GI_29732740-S	XM_297701.1	
9931	GI_29732833-S	XM_290936.1	
9932	GI_29733035-S	XM_295610.1	
9933	GI_29733043-S	XM_299674.1	
9934	GI_29733062-S	XM_295222.1	
9935	GI_29733077-S	XM_299667.1	
9936	GI_29733087-S	XM_299675.1	
9937	GI_29733215-S	XM_291313.1	
9938	GI_29733221-S	XM_291311.1	
9939	GI_29733241-S	XM_059997.3	
9940	GI_29733255-S	XM_291314.1	
9941	GI_29733263-S	XM_059061.3	
9942	GI_29733317-S	XM_291623.1	
9943	GI_29733367-S	XM_300060.1	
9944	GI_29733410-S	XM_300075.1	
9945	GI_29733576-S	XM_211602.2	
9946	GI_29733581-S	XM_048774.4	
9947	GI_29733583-S	XM_290945.1	
9948	GI_29733649-S	XM_295629.1	
9949	GI_29733705-S	XM_295001.1	
9950	GI_29733770-S	XM_291208.1	
9951	GI_29733842-S	XM_294181.1	
9952	GI_29733927-S	XM_291114.1	
9953	GI_29733946-S	XM_298759.1	
9954	GI_29733963-S	XM_298747.1	
9955	GI_29733991-S	XM_295261.1	
9956	GI_29733995-S	XM_071099.5	
9957	GI_29734005-S	XM_295262.1	
9958	GI_29734020-S	XM_300144.1	
9959	GI_29734032-S	XM_294590.1	
9960	GI_29734048-S	XM_294592.1	
9961	GI_29734144-S	XM_295134.1	
9962	GI_29734186-S	XM_212168.2	
9963	GI_29734263-S	XM_098908.3	
9964	GI_29734290-S	XM_212170.2	
9965	GI_29734344-S	XM_291262.1	
9966	GI_29734346-S	XM_291261.1	
9967	GI_29734354-S	XM_098832.2	
9968	GI_29734357-S	XM_059672.4	
9969	GI_29734370-S	XM_295135.1	
9970	GI_29734373-S	XM_293841.1	
9971	GI_29734420-S	XM_295136.1	
9972	GI_29734479-S	XM_298787.1	
9973	GI_29734567-S	XM_291270.1	
9974	GI_29734721-S	XM_299780.1	
9975	GI_29734753-S	XM_298827.1	
9976	GI_29734763-S	XM_295240.1	
9977	GI_29734789-S	XM_299791.1	
9978	GI_29734846-S	XM_299797.1	
9979	GI_29734888-S	XM_295199.1	
9980	GI_29734945-S	XM_295200.1	
9981	GI_29734987-S	XM_299526.1	
9982	GI_29735007-S	XM_294204.1	
9983	GI_29735064-S	XM_299468.1	
9984	GI_29735066-S	XM_299469.1	
9985	GI_29735146-S	XM_299503.1	
9986	GI_29735159-S	XM_299507.1	
9987	GI_29735169-S	XM_173160.2	
9988	GI_29735197-S	XM_298864.1	
9989	GI_29735241-S	XM_293868.1	
9990	GI_29735368-S	XM_049568.4	
9991	GI_29735419-S	XM_295144.1	
9992	GI_29735428-S	XM_094496.3	
9993	GI_29735462-S	XM_298875.1	
9994	GI_29735464-S	XM_298876.1	
9995	GI_29735540-S	XM_295204.1	
9996	GI_29735546-S	XM_295202.1	
9997	GI_29735550-S	XM_299539.1	
9998	GI_29735556-S	XM_299541.1	
9999	GI_29735560-S	XM_294310.1	
10000	GI_29735634-S	XM_087762.2	
10001	GI_29735637-S	XM_299549.1	
10002	GI_29735648-S	XM_173142.2	
10003	GI_29735717-S	XM_295149.1	
10004	GI_29735767-S	XM_172908.3	
10005	GI_29735784-S	XM_033391.8	
10006	GI_29735811-S	XM_291285.1	
10007	GI_29735852-S	XM_056434.2	
10008	GI_29735889-S	XM_299903.1	
10009	GI_29735919-S	XM_294476.1	
10010	GI_29735923-S	XM_299909.1	
10011	GI_29736037-S	XM_290609.1	
10012	GI_29736042-S	XM_294737.1	
10013	GI_29736049-S	XM_294743.1	
10014	GI_29736065-S	XM_294748.1	
10015	GI_29736110-S	XM_096733.2	
10016	GI_29736121-S	XM_290626.1	
10017	GI_29736248-S	XM_292250.1	
10018	GI_29736547-S	XM_098406.5	
10019	GI_29736563-S	XM_295153.1	
10020	GI_29736573-S	XM_295154.1	
10021	GI_29736621-S	XM_293924.1	
10022	GI_29736729-S	XM_039093.5	
10023	GI_29736738-S	XM_294830.1	
10024	GI_29736749-S	XM_299970.1	
10025	GI_29736755-S	XM_294488.1	
10026	GI_29736784-S	XM_113950.4	
10027	GI_29736832-S	XM_211287.2	
10028	GI_29736834-S	XM_294832.1	
10029	GI_29736878-S	XM_299952.1	
10030	GI_29736953-S	XM_295216.1	
10031	GI_29736957-S	XM_295212.1	
10032	GI_29736959-S	XM_291239.1	
10033	GI_29736979-S	XM_171855.3	
10034	GI_29737017-S	XM_294835.1	
10035	GI_29737021-S	XM_295206.1	
10036	GI_29737025-S	XM_295218.1	
10037	GI_29737053-S	XM_173156.3	
10038	GI_29737058-S	XM_295160.1	
10039	GI_29737062-S	XM_294353.1	
10040	GI_29737065-S	XM_098625.2	
10041	GI_29737091-S	XM_295205.1	
10042	GI_29737109-S	XM_295156.1	
10043	GI_29737204-S	XM_298990.1	
10044	GI_29737360-S	XM_299595.1	
10045	GI_29737421-S	XM_056082.6	
10046	GI_29737428-S	XM_294836.1	
10047	GI_29737500-S	XM_294837.1	
10048	GI_29737578-S	XM_294730.1	
10049	GI_29737603-S	XM_299029.1	
10050	GI_29737637-S	XM_292140.1	
10051	GI_29737764-S	XM_296944.1	
10052	GI_29737852-S	XM_293968.1	
10053	GI_29737860-S	XM_293972.1	
10054	GI_29737880-S	XM_299058.1	
10055	GI_29737923-S	XM_299035.1	
10056	GI_29738021-S	XM_296962.1	
10057	GI_29738067-S	XM_059674.5	
10058	GI_29738101-S	XM_294848.1	
10059	GI_29738179-S	XM_299090.1	
10060	GI_29738198-S	XM_290759.1	
10061	GI_29738271-S	XM_096676.2	
10062	GI_29738280-S	XM_294731.1	
10063	GI_29738545-S	XM_084355.2	
10064	GI_29738546-S	XM_290465.1	
10065	GI_29738554-S	XM_292621.1	
10066	GI_29738574-S	XM_294856.1	
10067	GI_29738585-S	XM_084501.3	
10068	GI_29738586-S	XM_294854.1	
10069	GI_29738604-S	XM_296990.1	
10070	GI_29738738-S	XM_294736.1	
10071	GI_29738762-S	XM_295676.1	
10072	GI_29738984-S	XM_296430.1	
10073	GI_29739026-S	XM_295173.1	
10074	GI_29739034-S	XM_296414.1	
10075	GI_29739066-S	XM_296420.1	
10076	GI_29739119-S	XM_211369.2	
10077	GI_29739145-S	XM_290771.1	
10078	GI_29739147-S	XM_290777.1	
10079	GI_29739184-S	XM_295169.1	
10080	GI_29739186-S	XM_295167.1	
10081	GI_29739190-S	XM_087800.2	
10082	GI_29739270-S	XM_299168.1	
10083	GI_29739316-S	XM_291704.1	
10084	GI_29739479-S	XM_290782.1	
10085	GI_29739511-S	XM_294879.1	
10086	GI_29739531-S	XM_294656.1	
10087	GI_29739569-S	XM_209046.2	
10088	GI_29739582-S	XM_295746.1	
10089	GI_29739598-S	XM_058332.3	
10090	GI_29739622-S	XM_290787.1	
10091	GI_29739694-S	XM_295768.1	
10092	GI_29739701-S	XM_295754.1	
10093	GI_29739739-S	XM_297024.1	
10094	GI_29739750-S	XM_294893.1	
10095	GI_29739848-S	XM_294894.1	
10096	GI_29739868-S	XM_172839.3	
10097	GI_29739871-S	XM_294660.1	
10098	GI_29739968-S	XM_029046.5	
10099	GI_29740034-S	XM_300195.1	
10100	GI_29740110-S	XM_295175.1	
10101	GI_29740131-S	XM_299177.1	
10102	GI_29740137-S	XM_299180.1	
10103	GI_29740153-S	XM_299189.1	
10104	GI_29740201-S	XM_031561.6	
10105	GI_29740202-S	XM_031706.7	
10106	GI_29740221-S	XM_035527.8	
10107	GI_29740226-S	XM_294758.1	
10108	GI_29740231-S	XM_211213.2	
10109	GI_29740232-S	XM_290643.1	
10110	GI_29740242-S	XM_096885.6	
10111	GI_29740251-S	XM_294751.1	
10112	GI_29740255-S	XM_063609.6	
10113	GI_29740257-S	XM_294750.1	
10114	GI_29740269-S	XM_172924.2	
10115	GI_29740279-S	XM_038515.6	
10116	GI_29740362-S	XM_296568.1	
10117	GI_29740368-S	XM_296570.1	
10118	GI_29740386-S	XM_292335.1	
10119	GI_29740400-S	XM_296590.1	
10120	GI_29740462-S	XM_296623.1	
10121	GI_29740470-S	XM_296626.1	
10122	GI_29740472-S	XM_296627.1	
10123	GI_29740476-S	XM_296628.1	
10124	GI_29740506-S	XM_292354.1	
10125	GI_29740518-S	XM_296641.1	
10126	GI_29740600-S	XM_294664.1	
10127	GI_29740609-S	XM_291745.1	
10128	GI_29740661-S	XM_295829.1	
10129	GI_29740697-S	XM_291161.1	
10130	GI_29740706-S	XM_295178.1	
10131	GI_29740830-S	XM_211159.2	
10132	GI_29740860-S	XM_296677.1	
10133	GI_29740872-S	XM_296681.1	
10134	GI_29740913-S	XM_295181.1	
10135	GI_29740934-S	XM_294668.1	
10136	GI_29740938-S	XM_166110.3	
10137	GI_29740943-S	XM_294666.1	
10138	GI_29740945-S	XM_291771.1	
10139	GI_29741014-S	XM_295857.1	
10140	GI_29741064-S	XM_171724.3	
10141	GI_29741065-S	XM_295834.1	
10142	GI_29741198-S	XM_211454.2	
10143	GI_29741258-S	XM_290835.1	
10144	GI_29741265-S	XM_290831.1	
10145	GI_29741269-S	XM_209183.2	
10146	GI_29741276-S	XM_211445.2	
10147	GI_29741281-S	XM_097351.2	
10148	GI_29741410-S	XM_290846.1	
10149	GI_29741414-S	XM_290848.1	
10150	GI_29741436-S	XM_085833.3	
10151	GI_29741437-S	XM_294910.1	
10152	GI_29741445-S	XM_209157.2	
10153	GI_29741463-S	XM_294914.1	
10154	GI_29741503-S	XM_297198.1	
10155	GI_29741596-S	XM_297206.1	
10156	GI_29741634-S	XM_297215.1	
10157	GI_29741760-S	XM_296719.1	
10158	GI_29741762-S	XM_296720.1	
10159	GI_29741826-S	XM_296726.1	
10160	GI_29741968-S	XM_290558.1	
10161	GI_29742128-S	XM_292805.1	
10162	GI_29742217-S	XM_296107.1	
10163	GI_29742231-S	XM_296113.1	
10164	GI_29742308-S	XM_292023.1	
10165	GI_29742342-S	XM_168132.2	
10166	GI_29742387-S	XM_295184.1	
10167	GI_29742395-S	XM_291169.1	
10168	GI_29742429-S	XM_290867.1	
10169	GI_29742461-S	XM_291181.1	
10170	GI_29742481-S	XM_294921.1	
10171	GI_29742513-S	XM_294922.1	
10172	GI_29742584-S	XM_166451.2	
10173	GI_29742588-S	XM_029084.5	
10174	GI_29742605-S	XM_290866.1	
10175	GI_29742698-S	XM_209204.2	
10176	GI_29742910-S	XM_292819.1	
10177	GI_29742935-S	XM_294113.1	
10178	GI_29743032-S	XM_299367.1	
10179	GI_29743144-S	XM_294924.1	
10180	GI_29743173-S	XM_294904.1	
10181	GI_29743204-S	XM_294713.1	
10182	GI_29743206-S	XM_294715.1	
10183	GI_29743247-S	XM_292046.1	
10184	GI_29743268-S	XM_047025.6	
10185	GI_29743305-S	XM_297976.1	
10186	GI_29743323-S	XM_293276.1	
10187	GI_29743450-S	XM_294906.1	
10188	GI_29743461-S	XM_291321.1	
10189	GI_29743473-S	XM_294671.1	
10190	GI_29743488-S	XM_061611.2	
10191	GI_29743494-S	XM_061610.2	
10192	GI_29743500-S	XM_297109.1	
10193	GI_29743512-S	XM_290582.1	
10194	GI_29743518-S	XM_297135.1	
10195	GI_29743544-S	XM_297141.1	
10196	GI_29743632-S	XM_292700.1	
10197	GI_29743707-S	XM_291326.1	
10198	GI_29743718-S	XM_293293.1	
10199	GI_29743757-S	XM_060054.3	
10200	GI_29743852-S	XM_058460.3	
10201	GI_29743900-S	XM_291819.1	
10202	GI_29743984-S	XM_290817.1	
10203	GI_29744002-S	XM_211388.2	
10204	GI_29744034-S	XM_173529.3	
10205	GI_29744042-S	XM_294673.1	
10206	GI_29744067-S	XM_208667.2	
10207	GI_29744071-S	XM_290588.1	
10208	GI_29744077-S	XM_291335.1	
10209	GI_29744085-S	XM_291334.1	
10210	GI_29744089-S	XM_295269.1	
10211	GI_29744101-S	XM_292098.1	
10212	GI_29744129-S	XM_212318.2	
10213	GI_29744194-S	XM_293097.1	
10214	GI_29744204-S	XM_293100.1	
10215	GI_29744221-S	XM_293332.1	
10216	GI_29744307-S	XM_084672.2	
10217	GI_29744326-S	XM_290501.1	
10218	GI_29744339-S	XM_294677.1	
10219	GI_29744347-S	XM_294723.1	
10220	GI_29744361-S	XM_290502.1	
10221	GI_29744374-S	XM_291336.1	
10222	GI_29744402-S	XM_293341.1	
10223	GI_29744442-S	XM_295924.1	
10224	GI_29744457-S	XM_295930.1	
10225	GI_29744496-S	XM_291851.1	
10226	GI_29744550-S	XM_295966.1	
10227	GI_29744569-S	XM_292109.1	
10228	GI_29744602-S	XM_028810.4	
10229	GI_29744603-S	XM_295008.1	
10230	GI_29744642-S	XM_097725.2	
10231	GI_29744653-S	XM_295007.1	
10232	GI_29744663-S	XM_297763.1	
10233	GI_29744681-S	XM_297767.1	
10234	GI_29744745-S	XM_297741.1	
10235	GI_29745032-S	XM_294680.1	
10236	GI_29745112-S	XM_084860.7	
10237	GI_29745113-S	XM_290598.1	
10238	GI_29745199-S	XM_295014.1	
10239	GI_29745218-S	XM_297771.1	
10240	GI_29745308-S	XM_290527.1	
10241	GI_29745353-S	XM_295994.1	
10242	GI_29745385-S	XM_295995.1	
10243	GI_29745409-S	XM_296004.1	
10244	GI_29745421-S	XM_291897.1	
10245	GI_29745452-S	XM_295270.1	
10246	GI_29745490-S	XM_293380.1	
10247	GI_29745613-S	XM_086728.3	
10248	GI_29745634-S	XM_293157.1	
10249	GI_29745744-S	XM_295017.1	
10250	GI_29745755-S	XM_086761.3	
10251	GI_29745813-S	XM_297883.1	
10252	GI_29745945-S	XM_045712.5	
10253	GI_29745993-S	XM_290546.1	
10254	GI_29746068-S	XM_293396.1	
10255	GI_29746157-S	XM_290547.1	
10256	GI_29746244-S	XM_293405.1	
10257	GI_29746265-S	XM_295022.1	
10258	GI_29746315-S	XM_088726.2	
10259	GI_29746324-S	XM_294690.1	
10260	GI_29746334-S	XM_298102.1	
10261	GI_29746353-S	XM_167867.3	
10262	GI_29746370-S	XM_296051.1	
10263	GI_29746497-S	XM_294692.1	
10264	GI_29746520-S	XM_296075.1	
10265	GI_29746573-S	XM_115092.2	
10266	GI_29746584-S	XM_296082.1	
10267	GI_29746633-S	XM_290973.1	
10268	GI_29746639-S	XM_295024.1	
10269	GI_29746641-S	XM_097869.2	
10270	GI_29746717-S	XM_297924.1	
10271	GI_29746773-S	XM_295029.1	
10272	GI_29746775-S	XM_297951.1	
10273	GI_29746781-S	XM_290667.1	
10274	GI_29746832-S	XM_295030.1	
10275	GI_29746836-S	XM_290681.1	
10276	GI_29746868-S	XM_296758.1	
10277	GI_29746928-S	XM_295032.1	
10278	GI_29746955-S	XM_211224.2	
10279	GI_29747011-S	XM_290684.1	
10280	GI_29747019-S	XM_294794.1	
10281	GI_29747038-S	XM_049037.7	
10282	GI_29747043-S	XM_211233.2	
10283	GI_29747081-S	XM_294800.1	
10284	GI_29747089-S	XM_294801.1	
10285	GI_29747105-S	XM_296802.1	
10286	GI_29747111-S	XM_290685.1	
10287	GI_29747214-S	XM_292503.1	
10288	GI_29747216-S	XM_296821.1	
10289	GI_29747247-S	XM_292512.1	
10290	GI_29747260-S	XM_097013.2	
10291	GI_29747343-S	XM_096985.2	
10292	GI_29747350-S	XM_294807.1	
10293	GI_29747360-S	XM_292526.1	
10294	GI_29747364-S	XM_292532.1	
10295	GI_29747395-S	XM_290706.1	
10296	GI_29747408-S	XM_290712.1	
10297	GI_29747582-S	XM_030075.5	
10298	GI_29747594-S	XM_208930.2	
10299	GI_29747632-S	XM_294822.1	
10300	GI_29788754-S	NM_030962.1	
10301	GI_29788761-S	NM_004088.2	
